CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,,
103.250,DS,DE.CM-09.03,"DETECT / Continuous Monitoring / Hardware, Software, & Data Monitoring","DE.CM-09.03: The organization has policies, procedures, and tools in place to monitor for, detect, and block the use of unsupported or unauthorized software, hardware, or configuration changes.",Yes,Yes,Yes,Yes,"DE.CM-09
","APRA CPG 234 (2), APRA CPS 234 (1), ASIC (1), DORA Level 1 (1), EBA (1), ECB CROE (8), FFIEC AIO (4), FFIEC CAT (10), FFIEC DAM (1), HK SFC (1), HKMA C-RAF (9), MAS (2), OCC CSWP (2), OSFI B-13 (2), OSFI CSSA (3)"
104,C,DE.AE,DETECT / Adverse Event Analysis,"Adverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",,,,,"DE.AE
",
105,S,DE.AE-02,DETECT / Adverse Event Analysis / Potentially Adverse Event Analysis,DE.AE-02: Potentially adverse events are analyzed to better understand associated activities,,,,,"DE.AE-02
",
105.251,DS,DE.AE-02.01,DETECT / Adverse Event Analysis / Potentially Adverse Event Analysis,"DE.AE-02.01: The organization performs timely collection of event data, as well as advanced and automated analysis (including the use of security tools such as antivirus and IDS/IPS) on the detected events to:
(1) Assess and understand the nature, scope and method of the attack;
(2) Predict and block a similar future attack; and
(3) Report timely risk metrics.",Yes,Yes,Yes,Yes,"DE.AE-02
","APRA CPG 234 (1), APRA CPS 234 (1), ASIC (1), DORA Level 1 (3), EBA (2), ECB CROE (7), FFIEC AIO (1), FFIEC CAT (11), HK SFC (1), HKMA C-RAF (11), JFSA (1), NAIC IDSML (1), OCC CSWP (3), OSFI B-13 (2), OSFI CSSA (2)"
105.252,DS,DE.AE-02.02,DETECT / Adverse Event Analysis / Potentially Adverse Event Analysis,"DE.AE-02.02: The organization establishes, documents, and regularly reviews event alert parameters and thresholds, as well as rule-based triggers to support automated responses, when known attack patterns, signatures or behaviors are detected.",Yes,Yes,Yes,Yes,"DE.AE-02
","APRA CPG 234 (3), APRA CPS 234 (1), ASIC (1), DORA Level 1 (3), EBA (1), ECB CROE (10), FFIEC AIO (1), FFIEC CAT (10), HK SFC (1), HKMA C-RAF (11), JFSA (1), MAS (2), NAIC IDSML (1), OCC CSWP (3), OSFI B-13 (2), OSFI CSSA (3)"
106,S,DE.AE-03,DETECT / Adverse Event Analysis / Event Information Correlation,DE.AE-03: Information is correlated from multiple sources,,,,,"DE.AE-03
",
106.253,DS,DE.AE-03.01,DETECT / Adverse Event Analysis / Event Information Correlation,"DE.AE-03.01: The organization implements systematic and real-time logging, collection, monitoring, detection, and alerting measures across multiple layers of the organization's infrastructure, including physical perimeters, network, operating systems, applications, data, and external (cloud and outsourced) environments, sufficient to protect the organization's information assets.",Yes,Yes,Yes,Yes,"DE.AE-03
","APRA CPG 234 (5), APRA CPS 234 (2), ASIC (1), DORA Level 1 (5), EBA (3), ECB CROE (7), FFIEC AIO (4), FFIEC CAT (4), HK SFC (2), HKMA C-RAF (13), JFSA (1), MAS (2), NYDFS Part 500 (1), OCC CSWP (7), OSFI B-13 (2), OSFI CSSA (3)"
106.254,DS,DE.AE-03.02,DETECT / Adverse Event Analysis / Event Information Correlation,"DE.AE-03.02: The organization performs real-time central analysis, aggregation, and correlation of anomalous activities, network and system alerts, and relevant event and cyber threat intelligence, including both internal and external (cloud and outsourced) environments, to better detect and prevent multifaceted cyber attacks.",Yes,Yes,Yes,Yes,"DE.AE-03
","APRA CPG 234 (3), APRA CPS 234 (1), ASIC (3), DORA Level 1 (4), EBA (4), ECB CROE (11), FFIEC AIO (1), FFIEC CAT (25), HK SFC (1), HKMA C-RAF (20), JFSA (1), MAS (1), NYDFS Part 500 (1), OCC CSWP (5), OSFI B-13 (2), OSFI CSSA (1)"
107,S,DE.AE-04,DETECT / Adverse Event Analysis / Impact & Scope Determination,DE.AE-04: The estimated impact and scope of adverse events are understood,,,,,"DE.AE-04
",
107.255,DS,DE.AE-04.01,DETECT / Adverse Event Analysis / Impact & Scope Determination,"DE.AE-04.01: The organization has a documented process to analyze and triage incidents to assess root cause, technical impact, mitigation priority, and business impact on the organization, as well as across the financial sector and other third party stakeholders.",Yes,Yes,Yes,Yes,"DE.AE-04
","APRA CPG 234 (1), DORA Level 1 (6), EBA (2), ECB CROE (1), FFIEC BCM (1), FFIEC CAT (4), HKMA C-RAF (8), JFSA (3), MAS (1), NAIC IDSML (4), NYDFS Part 500 (1), OCC CSWP (1), OSFI B-13 (5), OSFI CSSA (1), SEC Aug 2023 (4)"
108,S,DE.AE-06,DETECT / Adverse Event Analysis / Event Information Sharing,DE.AE-06: Information on adverse events is provided to authorized staff and tools,,,,,"DE.AE-06
",
108.256,DS,DE.AE-06.01,DETECT / Adverse Event Analysis / Event Information Sharing,"DE.AE-06.01: The organization has established processes and protocols to communicate, alert, and regularly report potential cyber attacks and incident information, including its corresponding analysis and cyber threat intelligence, to authorized internal and external stakeholders.",Yes,Yes,Yes,Yes,"DE.AE-06
","APRA CPG 234 (4), APRA CPS 234 (2), ASIC (1), DORA Level 1 (7), EBA (4), ECB CROE (10), FFIEC BCM (1), FFIEC CAT (13), HK SFC (1), HKMA C-RAF (16), JFSA (3), NAIC IDSML (4), NYDFS Part 500 (1), OCC CSWP (2), OSFI B-13 (2), OSFI CSSA (3), SEC Aug 2023 (2)"
109,S,DE.AE-07,DETECT / Adverse Event Analysis / Contextual Analysis,DE.AE-07: Cyber threat intelligence and other contextual information are integrated into the analysis,,,,,"DE.AE-07
",
109.257,DS,DE.AE-07.01,DETECT / Adverse Event Analysis / Contextual Analysis,"DE.AE-07.01: The organization implements measures for monitoring external sources (e.g., social media, the dark web, etc.) to integrate with other intelligence information to better detect and evaluate potential threats and compromises.",Yes,Yes,No,No,"DE.AE-07
","DORA Level 1 (1), EBA (2), ECB CROE (1), FFIEC CAT (1), HKMA C-RAF (6), MAS (1), OSFI B-13 (1), OSFI CSSA (3)"
109.258,DS,DE.AE-07.02,DETECT / Adverse Event Analysis / Contextual Analysis,"DE.AE-07.02: Relevant event data is packaged for subsequent review and triage and events are categorized for efficient handling, assignment, and escalation.",Yes,Yes,Yes,No,"DE.AE-07
","DORA Level 1 (1), EBA (2), FFIEC CAT (2), HKMA C-RAF (1), NAIC IDSML (2), OCC CSWP (1)"
110,S,DE.AE-08,DETECT / Adverse Event Analysis / Incident Declaration,DE.AE-08: Incidents are declared when adverse events meet the defined incident criteria,,,,,"DE.AE-08
",
110.259,DS,DE.AE-08.01,DETECT / Adverse Event Analysis / Incident Declaration,"DE.AE-08.01: Defined criteria and severity levels are in place to facilitate the declaration, escalation, organization, and alignment of response activities to response plans within the organization and across relevant third parties.",Yes,Yes,Yes,No,"DE.AE-08
","DORA Level 1 (3), EBA (1), ECB CROE (1), FFIEC BCM (1), FFIEC CAT (1), HK SFC (1), HKMA C-RAF (5), JFSA (3), NAIC IDSML (2), OCC CSWP (2), OSFI B-13 (4), OSFI CSSA (3)"
111,F,RS,RESPOND,RESPOND (RS): Actions regarding a detected adverse incidents are taken,,,,,"RS
(CRI Modified)",
112,C,RS.MA,RESPOND / Incident Management,Incident Management (RS.MA): Responses to detected adverse incidents are managed,,,,,"RS.MA
(CRI Modified)",
113,S,RS.MA-01,RESPOND / Incident Management / Response Plan Execution,RS.MA-01: The incident response plan is executed in coordination with relevant third parties once an incident is declared,,,,,"RS.MA-01
",
113.260,DS,RS.MA-01.01,RESPOND / Incident Management / Response Plan Execution,"RS.MA-01.01: The organization's response plans are in place and executed during or after an incident, to include coordination with relevant third parties and engagement of third-party incident support services.",Yes,Yes,Yes,Yes,"RS.MA-01
","APRA CPG 234 (4), APRA CPS 234 (2), DORA Level 1 (1), EBA (1), ECB CROE (1), FFIEC AIO (1), FFIEC BCM (1), FFIEC CAT (1), HKMA C-RAF (1), JFSA (3), MAS (1), NAIC IDSML (4), OCC CSWP (1), OSFI B-13 (3)"
114,S,RS.MA-02,RESPOND / Incident Management / Incident Triage & Validation,RS.MA-02: Incident reports are triaged and validated,,,,,"RS.MA-02
",
114.261,DS,RS.MA-02.01,RESPOND / Incident Management / Incident Triage & Validation,"RS.MA-02.01: Tools and processes are in place to ensure timely detection, inspection, assessment, and analysis of security event data for reliable activation of incident response processes.",Yes,Yes,Yes,Yes,"RS.MA-02
","APRA CPG 234 (3), APRA CPS 234 (1), DORA Level 1 (3), EBA (1), ECB CROE (3), FFIEC CAT (7), HKMA C-RAF (10), JFSA (4), MAS (1), NAIC IDSML (1), OCC CSWP (1), OSFI B-13 (3), OSFI CSSA (2)"
115,S,RS.MA-03,RESPOND / Incident Management / Incident Categorization & Prioritization,RS.MA-03: Incidents are categorized and prioritized,,,,,"RS.MA-03
",
115.262,DS,RS.MA-03.01,RESPOND / Incident Management / Incident Categorization & Prioritization,RS.MA-03.01: The organization categorizes and prioritizes cybersecurity incident response consistent with response plans and criticality of systems and services to the enterprise.,Yes,Yes,Yes,Yes,"RS.MA-03
","APRA CPG 234 (3), APRA CPS 234 (2), DORA Level 1 (1), EBA (2), FFIEC AIO (1), FFIEC CAT (1), HKMA C-RAF (2), JFSA (2), NAIC IDSML (3), OCC CSWP (2), OSFI B-13 (1)"
116,S,RS.MA-04,RESPOND / Incident Management / Incident Escalation,RS.MA-04: Incidents are escalated or elevated as needed,,,,,"RS.MA-04
",
116.263,DS,RS.MA-04.01,RESPOND / Incident Management / Incident Escalation,"RS.MA-04.01: Response activities are centrally coordinated, response progress and milestones are tracked and documented, and new incident information is assimilated into ongoing tasks, assignments, and escalations.",Yes,Yes,Yes,No,"RS.MA-04
","APRA CPG 234 (4), APRA CPS 234 (1), DORA Level 1 (3), EBA (1), ECB CROE (1), FFIEC AIO (1), FFIEC BCM (1), FFIEC CAT (1), HKMA C-RAF (4), JFSA (3), MAS (1), OSFI B-13 (4), OSFI CSSA (3)"
117,S,RS.MA-05,RESPOND / Incident Management / Recovery Initiation,RS.MA-05: The criteria for initiating incident recovery are applied,,,,,"RS.MA-05
",
117.264,DS,RS.MA-05.01,RESPOND / Incident Management / Recovery Initiation,RS.MA-05.01: The organization's incident response plans define severity levels and associated criteria for initiating response plans and escalating event response to appropriate stakeholders and management levels.,Yes,Yes,Yes,Yes,"RS.MA-05
","APRA CPG 234 (5), APRA CPS 234 (1), DORA Level 1 (1), EBA (3), FFIEC AIO (1), FFIEC BCM (1), FFIEC CAT (1), HK SFC (1), HKMA C-RAF (3), JFSA (2), MAS (2), NAIC IDSML (1), NYDFS Part 500 (1), OCC CSWP (2), OSFI B-13 (4)"
118,C,RS.AN,RESPOND / Incident Analysis,Incident Analysis (RS.AN): Investigations are conducted to ensure effective response and support forensics and recovery activities,,,,,"RS.AN
",
119,S,RS.AN-03,RESPOND / Incident Analysis / Incident Analysis & Root Cause Determination,RS.AN-03: Analysis is performed to establish what has taken place during an incident and the root cause of the incident,,,,,"RS.AN-03
",
119.265,DS,RS.AN-03.01,RESPOND / Incident Analysis / Incident Analysis & Root Cause Determination,"RS.AN-03.01: The organization performs a thorough investigation to determine the nature and scope of an event, possible root causes, and the potential damage inflicted.",Yes,Yes,Yes,Yes,"RS.AN-03
","DORA Level 1 (4), EBA (1), ECB CROE (1), FFIEC BCM (1), FFIEC CAT (3), HKMA C-RAF (4), JFSA (1), MAS (1), NAIC IDSML (3), NYDFS Part 500 (1), OCC CSWP (3), OSFI B-13 (5), OSFI CSSA (1), SEC Aug 2023 (4)"
120,S,RS.AN-06,RESPOND / Incident Analysis / Investigation Documentation,"RS.AN-06: Actions performed during an investigation are recorded, and the records’ integrity and provenance are preserved",,,,,"RS.AN-06
",
120.266,DS,RS.AN-06.01,RESPOND / Incident Analysis / Investigation Documentation,"RS.AN-06.01: The organization establishes a risk-based approach and procedures for quarantining systems, conducting investigations, and collecting and preserving evidence per best practices and forensic standards.",Yes,Yes,Yes,No,"RS.AN-06
","APRA CPG 234 (1), DORA Level 1 (3), EBA (1), ECB CROE (7), FFIEC CAT (3), HKMA C-RAF (16), MAS (1), NAIC IDSML (3), OCC CSWP (1), OSFI B-13 (4)"
121,S,RS.AN-07,RESPOND / Incident Analysis / Incident Data Collection & Preservation,"RS.AN-07: Incident data and metadata are collected, and their integrity and provenance are preserved",,,,,"RS.AN-07
",
121.267,DS,RS.AN-07.01,RESPOND / Incident Analysis / Incident Data Collection & Preservation,"RS.AN-07.01: Incident-related forensic data is captured, secured, and preserved in a manner supporting integrity, provenance, and evidentiary value.",Yes,Yes,Yes,No,"RS.AN-07
","APRA CPG 234 (2), APRA CPS 234 (1), DORA Level 1 (2), ECB CROE (2), FFIEC AIO (1), FFIEC CAT (1), HKMA C-RAF (7), NAIC IDSML (1), OCC CSWP (1), OSFI B-13 (4)"
122,S,RS.AN-08,RESPOND / Incident Analysis / Incident Magnitude Determination,RS.AN-08: An incident's magnitude is estimated and validated,,,,,"RS.AN-08
",
122.268,DS,RS.AN-08.01,RESPOND / Incident Analysis / Incident Magnitude Determination,"RS.AN-08.01: Available incident information is assessed to determine the extent of impact to the organization and its stakeholders, the potential near- and long-term financial implications, and whether or not the incident constitutes a material event.",Yes,Yes,Yes,Yes,"RS.AN-08
","APRA CPG 234 (6), APRA CPS 234 (1), DORA Level 1 (6), ECB CROE (2), FFIEC AIO (1), FFIEC CAT (3), HK SFC (1), HKMA C-RAF (1), JFSA (4), NAIC IDSML (2), NYDFS Part 500 (1), OCC CSWP (1), OSFI B-13 (3), SEC Aug 2023 (9)"
123,C,RS.CO,RESPOND / Incident Response Reporting and Communication,"Incident Response Reporting and Communication (RS.CO): Response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies",,,,,"RS.CO
",
124,S,RS.CO-02,RESPOND / Incident Response Reporting and Communication / Stakeholder Incident Notification,RS.CO-02: Internal and external stakeholders are notified of incidents,,,,,"RS.CO-02
",
124.269,DS,RS.CO-02.01,RESPOND / Incident Response Reporting and Communication / Stakeholder Incident Notification,"RS.CO-02.01: The organization's incident response program includes defined and approved escalation protocols, linked to organizational decision levels and communication strategies, including which types of information will be shared, with whom (e.g., the organization's governing authority and senior management), and how information provided to the organization will be acted upon.",Yes,Yes,Yes,Yes,"RS.CO-02
","APRA CPG 234 (9), APRA CPS 234 (3), ASIC (2), DORA Level 1 (8), EBA (2), ECB CROE (6), FFIEC AIO (1), FFIEC BCM (3), FFIEC CAT (4), HK SFC (1), HKMA C-RAF (7), JFSA (6), MAS (3), NAIC IDSML (1), NYDFS Part 500 (1), OCC CSWP (1), OSFI B-13 (4), OSFI CSSA (2), SEC Aug 2023 (3)"
124.270,DS,RS.CO-02.02,RESPOND / Incident Response Reporting and Communication / Stakeholder Incident Notification,"RS.CO-02.02: In the event of an incident, the organization notifies impacted stakeholders including, as required, government bodies, self-regulatory agencies and/or other supervisory bodies, within required timeframes.",Yes,Yes,Yes,Yes,"RS.CO-02
","APRA CPG 234 (6), APRA CPS 234 (1), DORA Level 1 (9), EBA (2), ECB CROE (3), FFIEC AIO (1), FFIEC BCM (4), FFIEC CAT (4), HK SFC (1), HKMA C-RAF (5), JFSA (5), NAIC IDSML (5), NYDFS Part 500 (3), OCC CSWP (1), OSFI CSSA (1), SEC Aug 2023 (8)"
124.271,DS,RS.CO-02.03,RESPOND / Incident Response Reporting and Communication / Stakeholder Incident Notification,"RS.CO-02.03: The organization maintains and regularly tests incident response communication procedures, with associated contact lists, call trees, and automatic notifications, to quickly coordinate and communicate with internal and external stakeholders during or following an incident.",Yes,Yes,Yes,Yes,"RS.CO-02
","APRA CPG 234 (2), APRA CPS 234 (1), ASIC (1), DORA Level 1 (7), EBA (3), ECB CROE (6), FFIEC AIO (1), FFIEC BCM (8), FFIEC CAT (4), HKMA C-RAF (6), JFSA (4), NYDFS Part 500 (2), OCC CSWP (2), OSFI B-13 (1), OSFI CSSA (1)"
125,S,RS.CO-03,RESPOND / Incident Response Reporting and Communication / Stakeholder Incident Information Sharing,RS.CO-03: Information is shared with designated internal and external stakeholders,,,,,"RS.CO-03
",
125.272,DS,RS.CO-03.01,RESPOND / Incident Response Reporting and Communication / Stakeholder Incident Information Sharing,"RS.CO-03.01: The organization ensures that cyber threat intelligence is made available, in a secure manner, to authorized staff with responsibility for the mitigation of cyber risks at the strategic, tactical and operational levels within the organization.",Yes,Yes,Yes,No,"RS.CO-03
","APRA CPG 234 (1), ASIC (1), DORA Level 1 (1), ECB CROE (4), FFIEC CAT (9), HKMA C-RAF (7), NYDFS Part 500 (1), OSFI B-13 (2)"
125.273,DS,RS.CO-03.02,RESPOND / Incident Response Reporting and Communication / Stakeholder Incident Information Sharing,"RS.CO-03.02: In the event of an incident, the organization shares authorized information, in a defined manner and through trusted channels, to facilitate the detection, response, resumption and recovery of its own systems and those of other partners and critical sector participants.",Yes,Yes,Yes,Yes,"RS.CO-03
","APRA CPG 234 (7), APRA CPS 234 (3), DORA Level 1 (9), EBA (1), ECB CROE (9), FFIEC AIO (1), FFIEC BCM (1), FFIEC CAT (11), HK SFC (1), HKMA C-RAF (6), JFSA (6), NAIC IDSML (2), NYDFS Part 500 (3), OCC CSWP (2), OSFI B-13 (4), OSFI CSSA (1)"
126,C,RS.MI,RESPOND / Incident Mitigation,Incident Mitigation (RS.MI): Activities are performed to prevent expansion of an event and mitigate its effects,,,,,"RS.MI
",
127,S,RS.MI-01,RESPOND / Incident Mitigation / Incident Containment,RS.MI-01: Incidents are contained,,,,,"RS.MI-01
",
127.274,DS,RS.MI-01.01,RESPOND / Incident Mitigation / Incident Containment,"RS.MI-01.01: The organization has established processes to implement vulnerability mitigation plans, involve third-party partners and outside expertise as needed, and contain incidents in a timely manner.",Yes,Yes,Yes,Yes,"RS.MI-01
","APRA CPG 234 (3), APRA CPS 234 (1), DORA Level 1 (2), EBA (1), ECB CROE (1), FFIEC AIO (1), FFIEC CAT (7), HKMA C-RAF (3), JFSA (3), NAIC IDSML (1), NYDFS Part 500 (1), OCC CSWP (2), OSFI B-13 (4), OSFI CSSA (1)"
128,S,RS.MI-02,RESPOND / Incident Mitigation / Incident Eradication,RS.MI-02: Incidents are eradicated,,,,,"RS.MI-02
",
128.275,DS,RS.MI-02.01,RESPOND / Incident Mitigation / Incident Eradication,"RS.MI-02.01: Targeted investigations and actions are taken to ensure that all vulnerabilities, system components, devices, or remnants used or leveraged in an attack (e.g., malware, compromised accounts, open ports, etc.) are removed or otherwise returned to a secure and reliable state, or that plans to address the vulnerabilities are documented.",Yes,Yes,Yes,Yes,"RS.MI-02
","DORA Level 1 (2), ECB CROE (1), FFIEC CAT (1), HKMA C-RAF (2), JFSA (1), NAIC IDSML (2), OCC CSWP (1), OSFI B-13 (1), OSFI CSSA (1)"
129,F,RC,RECOVER,RECOVER (RC): Assets and operations affected by an adverse incident are restored,,,,,"RC
(CRI Modified)",
130,C,RC.RP,RECOVER / Incident Recovery Plan Execution,Incident Recovery Plan Execution (RC.RP): Restoration activities are performed to ensure operational availability of systems and services affected by adverse incidents,,,,,"RC.RP
(CRI Modified)",
131,S,RC.RP-01,RECOVER / Incident Recovery Plan Execution / Recovery Plan Execution,RC.RP-01: The recovery portion of the incident response plan is executed once initiated from the incident response process,,,,,"RC.RP-01
",
131.276,DS,RC.RP-01.01,RECOVER / Incident Recovery Plan Execution / Recovery Plan Execution,"RC.RP-01.01: The organization executes its recovery plans, including incident recovery, disaster recovery, and business continuity plans, during or after an incident to resume operations.",Yes,Yes,Yes,Yes,"RC.RP-01
","APRA CPG 234 (3), APRA CPS 234 (1), DORA Level 1 (2), EBA (4), FFIEC AIO (2), FFIEC BCM (6), FFIEC CAT (1), JFSA (2), NYDFS Part 500 (2), OCC CSWP (1), OSFI B-13 (2), OSFI CSSA (1)"
132,S,RC.RP-02,RECOVER / Incident Recovery Plan Execution / Recovery Action Performance,"RC.RP-02: Recovery actions are selected, scoped, prioritized, and performed",,,,,"RC.RP-02
",
132.277,DS,RC.RP-02.01,RECOVER / Incident Recovery Plan Execution / Recovery Action Performance,"RC.RP-02.01: The organization's response plans are used as informed guidance to develop and manage task plans, response actions, priorities, and assignments for responding to incidents, but are adapted as necessary to address incident-specific characteristics.",Yes,Yes,Yes,Yes,"RC.RP-02
","APRA CPG 234 (2), APRA CPS 234 (2), EBA (2), FFIEC AIO (1), FFIEC BCM (1), FFIEC CAT (1), HKMA C-RAF (1), OCC CSWP (1)"
132.278,DS,RC.RP-02.02,RECOVER / Incident Recovery Plan Execution / Recovery Action Performance,"RC.RP-02.02: Recovery plans are executed by first resuming critical services and core business functions, while minimizing any potential concurrent and widespread interruptions to interconnected entities and critical infrastructure, such as energy and telecommunications.",Yes,Yes,Yes,Yes,"RC.RP-02
","APRA CPG 234 (1), EBA (5), ECB CROE (3), FFIEC BCM (5), FFIEC CAT (2), HKMA C-RAF (2), MAS (2), NAIC IDSML (1), NYDFS Part 500 (1)"
133,S,RC.RP-03,RECOVER / Incident Recovery Plan Execution / Backup & Restoration Asset Integrity,RC.RP-03: The integrity of backups and other restoration assets is verified before using them for restoration,,,,,"RC.RP-03
",
133.279,DS,RC.RP-03.01,RECOVER / Incident Recovery Plan Execution / Backup & Restoration Asset Integrity,"RC.RP-03.01: Restoration steps include the verification of backups, data replications, system images, and other restoration assets prior to continued use.",Yes,Yes,Yes,Yes,"RC.RP-03
","DORA Level 1 (3), EBA (1), FFIEC AIO (1), FFIEC BCM (1), FFIEC CAT (1), JFSA (1), MAS (1), NYDFS Part 500 (1), OCC CSWP (1)"
134,S,RC.RP-04,RECOVER / Incident Recovery Plan Execution / Post-Incident Operational Norms,RC.RP-04: Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,,,,,"RC.RP-04
",
134.280,DS,RC.RP-04.01,RECOVER / Incident Recovery Plan Execution / Post-Incident Operational Norms,"RC.RP-04.01: Restoration steps include the verification of data integrity, transaction positions, system functionality, and the operation of security controls by appropriate organizational stakeholders and system owners.",Yes,Yes,Yes,Yes,"RC.RP-04
","DORA Level 1 (4), EBA (1), FFIEC AIO (1), FFIEC CAT (1), HKMA C-RAF (1), JFSA (1), MAS (1), OCC CSWP (1), OSFI B-13 (2)"
135,S,RC.RP-05,RECOVER / Incident Recovery Plan Execution / Asset Integrity Restoration,"RC.RP-05: The integrity of restored assets is verified, systems and services are restored, and normal operating status is confirmed",,,,,"RC.RP-05
",
135.281,DS,RC.RP-05.01,RECOVER / Incident Recovery Plan Execution / Asset Integrity Restoration,"RC.RP-05.01: The organization maintains documented procedures for sanitizing, testing, authorizing, and returning systems to service following an incident or investigation.",Yes,Yes,No,No,"RC.RP-05
","DORA Level 1 (1), EBA (1), FFIEC CAT (3), HKMA C-RAF (2), OCC CSWP (1), OSFI B-13 (3), OSFI CSSA (1)"
135.282,DS,RC.RP-05.02,RECOVER / Incident Recovery Plan Execution / Asset Integrity Restoration,"RC.RP-05.02: Business, technology, cybersecurity, and relevant third-party stakeholders confirm that systems, data, and services have been returned to functional and secure states and that a stable operational status has been achieved.",Yes,Yes,Yes,Yes,"RC.RP-05
","DORA Level 1 (2), EBA (1), FFIEC CAT (1), HKMA C-RAF (3), NAIC IDSML (1), OCC CSWP (1), OSFI B-13 (2)"
136,S,RC.RP-06,RECOVER / Incident Recovery Plan Execution / End-of-Incident Determination,"RC.RP-06: The end of incident recovery is declared based on criteria, and incident-related documentation is completed",,,,,"RC.RP-06
",
136.283,DS,RC.RP-06.01,RECOVER / Incident Recovery Plan Execution / End-of-Incident Determination,"RC.RP-06.01: Incident management activities are closed under defined conditions and documentation to support subsequent post-mortem review, process improvement, and any follow-on activities is collected and verified.",Yes,Yes,Yes,Yes,"RC.RP-06
","APRA CPG 234 (3), APRA CPS 234 (1), DORA Level 1 (2), EBA (2), ECB CROE (2), FFIEC AIO (1), FFIEC BCM (1), FFIEC CAT (1), HKMA C-RAF (1), JFSA (1), MAS (1), NAIC IDSML (1), NYDFS Part 500 (1), OCC CSWP (1), OSFI B-13 (4), OSFI CSSA (1)"
137,C,RC.CO,RECOVER / Incident Recovery Communication,Incident Recovery Communication (RC.CO): Restoration activities are coordinated with internal and external parties,,,,,"RC.CO
",
138,S,RC.CO-03,RECOVER / Incident Recovery Communication / Recovery Activity Communication,RC.CO-03: Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,,,,,"RC.CO-03
",
138.284,DS,RC.CO-03.01,RECOVER / Incident Recovery Communication / Recovery Activity Communication,"RC.CO-03.01: The organization timely involves and communicates the recovery activities, procedures, cyber risk management issues to the governing body (e.g., the Board or one of its committees), senior management, incident management support teams, and relevant internal stakeholders.",Yes,Yes,Yes,Yes,"RC.CO-03
","APRA CPG 234 (3), APRA CPS 234 (1), DORA Level 1 (7), EBA (2), ECB CROE (1), FFIEC AIO (1), FFIEC CAT (1), HK SFC (1), HKMA C-RAF (1), JFSA (3), NYDFS Part 500 (5), OCC CSWP (1), SEC Aug 2023 (1)"
138.285,DS,RC.CO-03.02,RECOVER / Incident Recovery Communication / Recovery Activity Communication,"RC.CO-03.02: The organization promptly communicates the status of recovery activities to regulatory authorities and relevant external stakeholders, as required or appropriate.",Yes,Yes,Yes,Yes,"RC.CO-03
","APRA CPG 234 (3), APRA CPS 234 (2), DORA Level 1 (9), EBA (1), ECB CROE (1), FFIEC BCM (1), FFIEC CAT (1), HK SFC (1), HKMA C-RAF (1), JFSA (3), NAIC IDSML (2), NYDFS Part 500 (1), OCC CSWP (1), OSFI CSSA (1), SEC Aug 2023 (3)"
139,S,RC.CO-04,RECOVER / Incident Recovery Communication / Public Information Sharing,RC.CO-04: Public updates on incident recovery are shared using approved methods and messaging,,,,,"RC.CO-04
",
139.286,DS,RC.CO-04.01,RECOVER / Incident Recovery Communication / Public Information Sharing,"RC.CO-04.01: Pre-established communication plans and message templates, and authorized protocols, contacts, media, and communications, are used to notify and inform the public and key external stakeholders about an incident.",Yes,Yes,Yes,Yes,"RC.CO-04
","APRA CPG 234 (6), APRA CPS 234 (3), ASIC (1), DORA Level 1 (8), EBA (2), ECB CROE (1), FFIEC AIO (1), FFIEC BCM (3), FFIEC CAT (6), HK SFC (1), HKMA C-RAF (3), JFSA (4), MAS (2), NAIC IDSML (2), OCC CSWP (1), OSFI B-13 (2), OSFI CSSA (1)"
140,F,EX,EXTEND,"EXTEND (EX): Extend organizational risk management policy and practices over the life cycle of third- (and nth-) party relationships, products, and services",,,,,"None
(CRI Addition)",
141,C,EX.DD,EXTEND / Procurement Planning and Due Diligence,Procurement Planning and Due Diligence (EX.DD): Planning and due diligence are performed to reduce risks before entering into a formal third-party relationship,,,,,"GV.SC-06
(CRI Expanded)",
142,S,EX.DD-01,EXTEND / Procurement Planning and Due Diligence / Procurement Planning,EX.DD-01: Planning is performed for procurements and agreements that involve elevated risk to the organization,,,,,"GV.SC-06
(CRI Expanded)",
142.287,DS,EX.DD-01.01,EXTEND / Procurement Planning and Due Diligence / Procurement Planning,"EX.DD-01.01: Documented procurement plans are developed for initiatives involving elevated business, technical, or cybersecurity risk in order to establish criteria for the evaluation and selection of a supplier, and any special requirements for organizational preparation, supplier due diligence, and contract terms.",Yes,Yes,Yes,No,"GV.SC-06
","ASIC (1), DORA Level 1 (3), FFIEC AIO (3), FFIEC CAT (1), FFIEC DAM (9), JFSA (2), MAS (2), NAIC IDSML (1), NYDFS Part 500 (2), OSFI CSSA (1)"
